title,level
"문재인 대통령, 재보선 패배 후 방역·민생 행보 재개",0
[전문] 용인시청 2225~2242번째 확진자 18명 발생 공개,0
“기가 막힌다” 중환자인 아버지가 산소 호흡기 달고 은행 방문해야 했던 이유 (영상),0
서울 201명 신규 확진…사흘째 200명대,0
한은 기준금리 동결 유력…증시 주가 영향은?,0
"장석웅 전남교육감, 직무수행지지도 23개월 연속 1위",0
"충북도, 상담우수 ‘마을세무사’ 3명 도지사 표창",0
"광주소방-KIA구단, 심정지환자 소생 교육 운영",0
"진천군, 제57회 도서관주간을 맞아 독서문화행사 운영",0
"의성군, 소상공인 카드수수료 지원사업 시행",0
"김태성 해병대 사령관 내정자, 포항시 명예시민 됐다",0
"[자막뉴스] ""문제 일으키면 사살"" 코로나보다 무서운 살벌한 제재",0
포항시 인재육성 장학금 줄이어,0
"포항시, 코로나19 현 사회적 거리두기 1.5단계 3주간 연장",0
"취임 100일 맞는 이준경 음성부군수, 소통으로 능동적 조직 견인",0
"충북경제자유구역청, 봄맞이 주변 환경정비활동",0
"제천시, 지역형 복지 만들기 (재)제천복지재단 발족",0
"영양군, 개별공시지가 궁금증 전문가와 상담하세요!",0
"포항시, ‘코로나19 일일확진자 현황’ 재난문자 재개",0
제3회 혁신 웨비나 컨퍼런스 대구에서 개최,0
"울릉군, 코로나19와 맞써 싸우는 ""대구.경북 의료진 울릉 풋산채 전달""",0
"영주시, “2022년 국비확보 박형수 국회의원과 공조”",0
"충북대, 한국발명진흥회와 업무협약 체결",0
"주낙영 경주시장, 영농현장 방문해 애로사항 청취",0
"여수시, 코로나19 극복 영농지원 바우처 100만 원 지원",0
"칠곡군, ‘군민의 날 기념행사’ 취소",0
[週刊流通]'요기요' 사실 분 요기요,0
"코로나19, 4차 유행 본격화..대구·경북 25명 발생",0
"옥천교육지원청, 학생참여위원회 발대식 진행",0
"대구보건대 인당뮤지엄, 문체부 박물관 지원사업 5개부문 선정",0
"광양제철소, 5개 신규 재능봉사단 발족..다양한 분야서 맹활약",0
"칠곡군, ‘군민의 날 기념행사’ 취소",0
"광주시, 시민과 함께 제석산 생태 복원한다",0
카리브해 섬 '화산 폭발'… 주민 1만 6000명 대피,0
"광주시-자치구-시민, 지역발전 머리 맞댄다",0
"식품업계, 앞 다퉈 '밀키트' 출시…여전히 블루오션?",0
"[제약 바이오 이모저모] 에스티팜, mRNA 백신 개발 준비 완료",0
백신 1차접종 114만명 넘어…2차접종은 6만명 육박,0
"백신 이상반응 131건↑…사망신고 2명 추가, 인과성은 미확인",0
"백신 1차접종 3만3404명↑, 누적 114만8060명… 인구대비 2.21%",0
백신 1차접종 3만3천404명↑ 총 114만8천60명…인구대비 2.21%,0
전남도. 푸드플랜 패키지 지원사업에 순천시 선정,0
"전남도, 봄맞이 수산물 차량 승차구매 행사",0
"전남도, 유흥시설 등 강화 방역수칙 정착 온힘",0
"전남도, 순천 지역감염 지속…대유행 차단 총력",0
"전남도, 사회적 거리두기 1.5단계 3주 연장",0
‘채움․비움’ 완도 풍경 그림으로 힐링하세요,0
"‘쩐당포’ 김창옥 “매달 500만원 보험비, 코로나 해지로 40% 손해”",0
언론은 야당 편이었다? [언론비평],0
코로나 백신 이상반응 131건 늘어…사망신고 2명 추가,0
[전문] 성남시청 코로나19 추가 확진자 7명 발생...전일대비 24명 증가,0
"한은, 내주 기준금리 결정… '동결' 유력",0
"심상찮은 코로나…文대통령, 내주 ‘긴급’ 방역회의·경제회의 소집",0
코로나19 백신 이상반응 신고 131건 늘어…누적 1만1599건,0
부산·경남 확산세 심각...유흥업소·고위험시설 연쇄 감염 지속,0
"대구 밤새 5명 추가, 한자릿수로 '뚝'...달서구 소재 학교 연관 누적 6명",0
주한미군 “코로나19 백신 접종률 47%”,0
미국 일부 주서 얀센 코로나 백신 부작용 이유로 접종 중단,0
[속보] 안동시 예안면 안동식당 방문자 검사 요청,0
[속보] 함안군청 10일 10시 기준 코로나19 확진자 2명 발생,0
"‘쩐당포’ 김창옥 “코로나로 수입 90% ↓ 대출받아, 속옷 장사 고려 중”",0
[전문] 익산시청 10일 269~273번째 확진자 발생 공개,0
[속보] 창원시청 10일 0시 기준 코로나19 확진자 11명 발생 알려,0
"[뉴스초점] 코로나19 신규 확진 677명…""1∼2주내 '더블링' 위험""",0
"미국 콜로라도 등 4개주, J&J 코로나 백신 접종 중단",0
"[전세계 코로나19 현황] 다시 늘어난 코로나 신규 감염 미국, 8천명 육박·브라질, 9천명 육박·일본, 3천명 훌쩍 넘겨",0
"군, 코로나19 확진자 2명 늘어…누적 673명",0
[속보] 연수구청 714~715번째 확진자 발생 알려,0
"코로나 신규 확진자 677명···4차 유행 시작, 양성률 1.42%",0
"충남도, 더불어민주당과 당정협의회 개최",0
4차유행 본격화…이틀째 600명대 후반,0
[속보] 경산시청 10일 0시 기준 코로나19 확진자 23명 발생 알려,0
[속보] 증평군청 80~82번째 확진자 발생 알려,0
카리브해 세인트빈센트섬서 화산 폭발…1만6천명 대피,0
[전문] 대구시청 10일 0시 기준 코로나19 확진자 5명 발생 공개,0
"주한미군 ""백신 접종률 47% 넘어""…접종 개시 4개월만",0
김주하 AI 앵커와 함께하는 이 시각 주요뉴스 - 4월 10일 오전 10시 30분,0
[전문] 고양시청 10일 2494~2497번째 확진자 발생 공개,0
[속보] 당진시 읍내동 당진제일장로교회 방문자 검사 요청,0
"신규확진 677명, 4차유행에 거리두기 연장…인천 24명·경기 199명",0
"카리브해 섬 화산 폭발…""추가 폭발 있을 것""",0
[속보] 서울시 은평구 응암동 고향역식당 방문자 검사 요청,0
[전문] 수원시청 10일 1943~1960번째 확진자 18명 발생 공개,0
[속보] 전주시청 10일 오전 10시 기준 코로나19 확진자 5명 발생 알려,0
"코로나 신규확진 677명, 나흘연속 600명 웃돌아",0
WHO “코로나 백신 북한 공급 5월 이전 어려워”,0
"'AZ 코로나19 백신 이익' WHO 사무총장 ""매우 드문 부작용 위험성 능가""",0
'엘리자베스 2세 여왕 남편' 영국 필립공 별세에 전세계 애도…장례식은 왕실장으로,0
"장성군, 농기계종합교육장 운영",0
수도권 임시 검사소 117명 확진...국내 발생의 17.7%,0
"신규확진 677명, 나흘째 600~700명대…4차유행 우려",0
"포항교육지원청,초·중학교 교무부장 '포항 학교지원센터 운영 협의회 ' 개최",0
"영양군, 코로나19 확진자 경북도내 23시군에서 가장 안전",0
[속보] 강원도청 10일 0시 기준 코로나19 확진자 6명 발생 알려,0
[속보] 세종시청 10일 0시 기준 코로나19 확진자 4명 발생 알려,0
‘아스나위’ 활용 고민 김길식 “루마니아 시절 자주 떠오른다” [이근승의 킥앤러시],0
‘인종차별·성희롱 논란’ 샘오취리 근황 “안좋은 상황 있었지만 일하고 싶어”(종합),0
[속보] 포항시 대도동 유가네명품돼지갈비 방문자 검사 요청,0
신규확진 677명...자매교회 순회모임 누적 210명,0
"아산시, 봄철 산불 예방 홍보 총력",0
이틀째 600명대 후반 '신규확진 677명'…거리두기 연장,0
초록 지구에서 살고 싶다,0
경남 추가 확진자 10명…전국 677명,0
서울 코로나19 신규확진자 201명 발생…사흘째 200명대,0
“외모·국적 상관없이 사람을 사람으로 봤으면 좋겠어요”,0
"이틀 연속 6백 명대 후반...""12월 초와 유사한 상황""",0
[영상] 임영웅-양지은-이승윤 1열 감상 물거품… 콘서트 무기한 연기,0
몰려든 나들이객에 공항 '인산인해'...오전 제주행 대부분 매진,0
코로나19 신규 확진자 677명…4일 연속 600명대,0
만두 팔아 얼마 버냐고? 하반기 주가반등 기대되는 CJ제일제당,0
"경북 확진자, 경산 교회 발 집단 감염 13명 등 26명 증가",0
만두 팔아 얼마 버냐고? 하반기 주가반등 기대되는 CJ제일제당,0
[주요 신문 사설](10일 조간),0
희망의 불을 밝히다…판타지로 되살아난 궁중 잔치,0
코로나19 확진 677명 늘어…누적 10만 8945명,0
신규 1차 접종자 3만 3천여 명↑…이상반응 의심 신고 131건 늘어,0
[코로나19] 신규 확진 677명…이틀째 600명대 후반(종합),0
코로나19 신규확진자 677명…4차유행에 사회적 거리두기 연장,0
"[코로나19 발생현황] 신규 확진자 677명, 누적 10만8945명… 양성률 1.42%",0
'북핵' 둘러싼 치열한 외교전…4월 한반도 정세는?,0
"경북도, '코로나19' 신규확진 26명... 누적확진 총 3672명",0
"대구광역시–경상북도-DGB대구은행, '지역 관광·금융 활성화' 협약식 개최",0
"대구과학대, '실습교육과정 우수업체' 선정및 현판 수여",0
"백신 접종 이상반응 131건 추가 신고, 사망사례 2건",0
"대구보건대, 대학 원격교육지원센터 전문대학 협의체 발대식 개최",0
"정부 ""코로나19 신규 확산 추세, 지난 3차 유행과 유사""",0
코로나19 신규 확진자 677명…이틀째 600명대 후반,0
익산 코로나19 확진자 5명 추가…전북 거리두기 1.5단계 유지,0
"아산시, 코로나19 자원봉사자 활약 돋보여",0
영국 엘리자베스 2세 여왕 남편 필립공 99세로 별세,0
"[인터뷰] '더 픽션' 정동화 ""그래도 희망이 있다고 느꼈으면""",0
"[인터뷰] '더 픽션' 정동화 ""그래도 희망이 있다고 느꼈으면""",0
"세븐틴, 日 '히토리쟈나이' 하이라이트 메들리 공개…음원 일부 공개",0
"미국 코로나19 신규확진자, 8만명 육박…보름만에 최다",0
"국산 2호 코로나19 치료제 '안갯속'…GC녹십자, 이달 중 혈장치료제 허가신청",0
코로나19·친환경차 확산에 전국 주유소 184곳 폐업,0
"[그래픽] 코로나 신규확진 677명, 나흘째 600~700명",0
"코로나, 어제 677명 '이틀째 600명대'…'4차 유행' 본격화 되나",0
"취소했던 다이빙 올림픽 예선, 5월 개최…오픈워터는 포르투갈서",0
'복지 대폭·국방 찔끔' 바이든표 첫 예산안…진통 예고,0
"[3보] 신규확진 677명, 이틀째 600명대 후반…4차유행에 거리두기 연장",0
"유병재 X 직구삼 CF, 중독성 강한 CM송 선봬",0
국내 코로나19 신규 확진자 677명…이틀째 600명대 후반,0
[속보] 방대본 “코로나19 신규확진자 677명”…이틀째 600명대 후반,0
[속보] 코로나19로 어제 1명 사망…총 1765명,0
신규 확진 677명…4차 유행에 거리두기 3주 연장,0
"신규 환자 677명...""3차 유행 본격화 시기와 비슷""",0
"용인시의회 김기준 의장·김상수 부의장, 코로나19 예방접종센터 방문",0
코로나19 신규 확진 677명…이틀째 600명대 후반,0
‘4·7 재보궐선거 후폭풍 수습하라’…LH 개혁 박차,0
4월9일 이브닝뉴스 헤드라인,0
"중대본 ""코로나19 신규확진자 677명…작년 12월 초와 유사""",0
[전문] 정읍시청 52번째 확진자 발생 공개,0
"'조씨고아, 복수의 씨앗' 재개막",0
[속보] 울산시청 10일 0시 기준 코로나19 확진자 25명 발생 알려,0
'영국 여왕의 남편' 필립공 별세…73년 외조끝 향년 99세,0
